,titles,replies,views,category
470,Writing Challenge—Acrostics,10,310,Writing|Novels
471,Truth and Fiction,137,124,Writing|Novels
472,Writing Sci-Fi/Fantasy,9,262,Writing|Novels
473,HALP! 75K words books,84,126,Writing|Novels
474,What do you do with an “antagonist” who is innocent?,6,173,Writing|Novels
475,How long do you take a writing break? How long do you finish a sequel?,170,158,Writing|Novels
476,Does your story have any “problematic” themes?,1,577,Writing|Novels
477,Introduce your favorite character to me!,78,188,Writing|Novels
478,Science fiction novel reading circle,0,214,Writing|Novels
479,What to do when everything you write sucks,60,189,Writing|Novels
480,Playlists for characters,5,151,Writing|Novels
481,Post the first three paragraphs of your novels!,141,5.0k,Writing|Novels
482,Fantasy & Immortals!,8,1.7k,Writing|Novels
483,Which languages inspire your fantasy names?,148,137,Writing|Novels
484,Tales Of Tilo- Inspired by ATLA,22,78,Writing|Novels
485,What do you think is the most unique/interesting thing about your writing?,274,315,Writing|Novels
486,Writing with your Guts,18,156,Writing|Novels
487,Rate my Novel cover please,213,84,Writing|Novels
488,If Your Characters Were Stranded On a Deserted Island,15,191,Writing|Novels
489,Adding Prologues,136,105,Writing|Novels
490,Most important element on a fantasy story?,16,212,Writing|Novels
491,Writing Struggles,168,233,Writing|Novels
492,I rewrote my entire novel :D,8,135,Writing|Novels
493,Subtle ways to show character relationship dynamics,119,213,Writing|Novels
494,Reccomend me historical novels with female lead,0,77,Writing|Novels
495,"New Year, New Firsts (Link-less Promo)",92,266,Writing|Novels
496,Share Your Sci-Fi/Fantasy Stories,1,214,Writing|Novels
497,Where do you break paragraphs with your online stories?,90,76,Writing|Novels
498,Free novel covers?,7,124,Writing|Novels
499,How come you can make words bold or cursive here but not on tapas?,152,119,Writing|Novels
500,What do you think about author notes episodes/chapters and footnotes?,0,123,Writing|Novels
501,Starting the New year with a Novel! | What’s the longest you’ve stored a novel until it released?,61,72,Writing|Novels
502,Ever pick an actor for a character you’re writing?,18,167,Writing|Novels
503,I need help with my book cover,150,95,Writing|Novels
504,Is it normal to get no subscribers even when posting daily?,30,225,Writing|Novels
505,Post your novel art and covers. (Self-Promote too because why not?) (only novels too),232,475,Writing|Novels
506,Does this scene sound repetitive?(Edited the scene),13,120,Writing|Novels
507,Young men (or older) what is your honest reaction?,207,481,Writing|Novels
508,Chapter Lengths,37,644,Writing|Novels
509,I wrote an outline(and why you should too),204,181,Writing|Novels
510,I revamped my superhero novel with a more fantasy-centric focus! Share yours as well!,11,119,Writing|Novels
511,Free Honest Reviews (Closed),117,778,Writing|Novels
512,Story in works!,81,118,Writing|Novels
513,Read 4 Read Exchange (Open),412,252,Writing|Novels
514,Share Your Novels (R4R),29,114,Writing|Novels
515,What do you do when you have doubts?,527,176,Writing|Novels
516,Newly released Novels,2,317,Writing|Novels
517,Juggling school and writing,68,697,Writing|Novels
518,Your Out of Context Excerpts (Promote Your Story),7,2.0k,Writing|Novels
519,Any BL novel ended around only 1-3 chapters?,115,80,Writing|Novels
520,Show Me Your Novels,10,6.6k,Writing|Novels
521,Novelists rise up!,179,3.2k,Writing|Novels
522,Help me choose what novel series I make next,7,226,Writing|Novels
523,"Doing a little crowing here, you should too",119,151,Writing|Novels
524,Promoting my litrpg isekai** novel inspired by Kumo Desu Ga! Promote yours too!,2,94,Writing|Novels
525,How do you write a ‘casual’ novel?,76,121,Writing|Novels
526,Pantsers - What Made You Pick Your Writing Style?,22,193,Writing|Novels
527,Season’s screamings Post your horror stories for holidays!,216,158,Writing|Novels
528,"Christmas tree down via sword, anyone else have fun story they might use?",8,94,Writing|Novels
529,Who’s found a good BL novel? (Recommend one here),146,279,Writing|Novels
530,Advice asked for publishing mature episodes,4,211,Writing|Novels
531,Do you have an Action Novel?,103,1.2k,Writing|Novels
532,Writer Beware and ways to stay safe,13,282,Writing|Novels
533,How many stories have you written?,361,165,Writing|Novels
534,Enough Character Development?,0,220,Writing|Novels
535,How to shorten my novel?,119,93,Writing|Novels
536,3 Resources for Comic Creators and Novelists,4,144,Writing|Novels
537,I hit 70 subs! Post your novel under 70 subs,92,111,Writing|Novels
538,How to paste and maintain formatting?,4,107,Writing|Novels
539,"Sub for a sub, I need 100 subscribers",132,670,Writing|Novels
540,Need Subscribers,49,1.6k,Writing|Novels
541,Novel is coming to an end!,297,239,Writing|Novels
542,Favorite Moment in Your Series,30,235,Writing|Novels
543,Preferred writing style?,191,228,Writing|Novels
544,Update on “As Long As I’m With You I’m Fine”: 17/12/2020,4,89,Writing|Novels
545,Popular topics on tapastic?,86,198,Writing|Novels
546,"Facebook, Webpage, etc. novels",7,111,Writing|Novels
547,New Novel? Post your favorite scene for a teaser,147,106,Writing|Novels
548,Need help with the use of Magic in my story,3,219,Writing|Novels
549,I will read/comment/like the 1st seven of your episodes if you read/comment/like the 1st 5 of mine (4/6),172,196,Writing|Novels
550,What do you look for in a Beta Reader,13,106,Writing|Novels
551,Need help with the blurb of my novel,147,82,Writing|Novels
552,A small preview of my upcoming novel~,39,102,Writing|Novels
553,Could you review my novel,399,100,Writing|Novels
554,Writing something other than BL,12,219,Writing|Novels
555,I just finished the new cover to my book! Come check it out,201,74,Writing|Novels
556,What makes a person ‘real’?,35,131,Writing|Novels
557,Under 10 Subs Club (promote those novels),334,2.0k,Writing|Novels
558,Weirdest storylines you’ve come across,10,139,Writing|Novels
559,Nervous to self-published my first book (Tips and advice needed) Asking some questions too,214,109,Writing|Novels
560,💖 Share your beautiful love stories 💖,15,128,Writing|Novels
561,Could you review my novel?,178,76,Writing|Novels
562,[ADVICE] How to effectively and believably sabotage a relationship?,5,125,Writing|Novels
563,List Psychological Thrillers (this includes comic too!),72,122,Writing|Novels
564,Share Your New Novel! Hook Me with a One Liner?,1,812,Writing|Novels
565,Timing for posting second books in a series,80,134,Writing|Novels
566,Your thoughts on this blurb (7 likes in return),17,143,Writing|Novels
567,👀 Contemporary fiction writers/readers,187,138,Writing|Novels
568,‘Hold your favorite characters accountable’,16,298,Writing|Novels
569,New Novel idea but don’t have a title for it,1.3k,197,Writing|Novels
570,What could force an antagonist to switch sides?,6,185,Writing|Novels
571,Free cover art for upcoming and small novels,134,347,Writing|Novels
572,Closed and ty everyone for sharing their work,16,237,Writing|Novels
573,What is a good word cap for each chapter?,183,108,Writing|Novels
574,I can make book covers for Novelists.(Non paid)(Non-Anime)(0/3),4,90,Writing|Novels
575,"Should I post the novel version, when I already have the comic published?",135,124,Writing|Novels
576,Will They or Won’t They Couples,2,251,Writing|Novels
577,What quotes inspire your writing?,90,112,Writing|Novels
578,I am in a complete slump!,96,302,Writing|Novels
579,"For people with under 20 subs, share your novel here",966,7.2k,Writing|Novels
580,Share our novels with each other! :D,5,6.3k,Writing|Novels
581,"If there are two books in your series, is it better to keep them on the same series or separate them?",78,301,Writing|Novels
582,Promote your novel here. Also please read/support my novel,7,204,Writing|Novels
583,My novel got featured on the front page! Share your novels here~,89,280,Writing|Novels
584,Let’s share new novels by new novelists!,51,389,Writing|Novels
585,What Do You Like Most About Writing?,319,307,Writing|Novels
586,Feedbacks on my novel,4,105,Writing|Novels
587,Keyboard Preference?,97,130,Writing|Novels
588,How many images can you use for a novel?,8,96,Writing|Novels
589,"If you were a creative writing teacher, how would you structure your class?",130,100,Writing|Novels
590,Scheduled Uploading/Long Chapters,10,160,Writing|Novels
591,Promote your Novel (under 10 episodes.),123,2.9k,Writing|Novels
592,"Pantser writers, Any new inspirations that lead to things falling in place?",4,158,Writing|Novels
593,[NEW EP OUT!] The Circle of Light and Darkness finally posted,77,109,Writing|Novels
594,Hello everyone! Brand new Tapas writer here!,1,227,Writing|Novels
595,"Writers, what influence your writing style?",78,444,Writing|Novels
596,"What cool Magic, Power, or Energy systems have you made for your story?",8,219,Writing|Novels
597,Handling Time Skips,110,247,Writing|Novels
598,Promote your novel here! Check out mine if you’re interested,3,215,Writing|Novels
599,Plotting vs. Pantsing,88,668,Writing|Novels
600,"New authors, Promote your novel here",21,285,Writing|Novels
601,Promoting new novels! Check out mine if interested,227,106,Writing|Novels
602,Romance/ Fantasy Novel Sharing,5,4.8k,Writing|Novels
603,Title Poll for a Novel,101,159,Writing|Novels
604,I had got four new subcribers!,5,116,Writing|Novels
605,Mediums for Dialogue-Driven Stories–Can Novels Be One of Them?,116,143,Writing|Novels
606,Whats Your Favorite Genre to Read vs Write?,10,252,Writing|Novels
607,"Sub for a Sub, I want your Novel to grow!",139,664,Writing|Novels
608,Help me reach 100 subs!,20,150,Writing|Novels
609,Where are the Organic Writers?,151,475,Writing|Novels
610,Have you ever thought of turning your novel into a comic?,27,399,Writing|Novels
611,Support my novel please,325,100,Writing|Novels
612,My New Novel I Would Love Some Feedback,7,126,Writing|Novels
613,Any tips I can use to improve my description/summary?,152,135,Writing|Novels
614,Post about/promote your COMING SOON or WIP novels,8,303,Writing|Novels
615,Newbie/ Novel Sharing,176,968,Writing|Novels
616,I’ve been her for about a month and not a single sub help (place to post novels under 100 subs),10,554,Writing|Novels
617,"Self promotion my novel, you can promote yours too",201,629,Writing|Novels
618,"Shameless Promotions, 10 subs or under. Novels Only",22,543,Writing|Novels
619,Overarching conflict/end goal for fantasy story?,157,187,Writing|Novels
620,Fresh BL Novel Here (Less than 20 SUBS),5,87,Writing|Novels
621,My New Novel “Revenge”,122,76,Writing|Novels
622,"Hey! If you’re looking for a cute and funny boyxboy story with friendship as an important theme, you could try reading this",12,88,Writing|Novels
623,Promote your novels here!,145,350,Writing|Novels
624,Can we post short stories?,26,175,Writing|Novels
625,Hannah’s almost fully posted!,221,164,Writing|Novels
626,I´m looking for LGBT writers,12,335,Writing|Novels
627,Plans for NanoWriMo 2020,121,181,Writing|Novels
628,"New Novels, post them here! (Sub for a Sub)",6,584,Writing|Novels
629,Welp! Here it is,63,106,Writing|Novels
630,Novels that use soundcloud?,2,282,Writing|Novels
631,"Who do you write like? 👀 (Fun promotion thread, come one, come all! 😎)",75,2.0k,Writing|Novels
632,"Guys, please check out my first ever book, ‘Alacrimia’. Please!",12,131,Writing|Novels
633,I think I’ll have to take a break for a while,173,260,Writing|Novels
634,Can’t find a novel! (BL and Werewolves),0,171,Writing|Novels
635,Ilustraciones en novels?,61,128,Writing|Novels
636,I reached 100+ subscribers! Time to give back <3,2,130,Writing|Novels
637,How many Wattpad refugees?,56,4.4k,Writing|Novels
638,Simon’s Lyrics and Poetry,5,84,Writing|Novels
639,How many novel writers have narrated their stories in the present tense?,132,507,Writing|Novels
640,Give Me Something to Read,25,274,Writing|Novels
641,How do you start a novel?,194,238,Writing|Novels
642,Let’s get to 50 Subs!,15,3.2k,Writing|Novels
643,Narrative vs Dialogue which is better?,104,366,Writing|Novels
644,"Hey jerks, let’s talk about our Novels!",39,5.0k,Writing|Novels
645,Free Cover Art for a novel!,330,181,Writing|Novels
646,Brag About Your Novel (all can self-promote),34,2.2k,Writing|Novels
647,Calling Isekai lovers!,261,317,Writing|Novels
648,"New Here, looking for novels!",13,655,Writing|Novels
649,Fantasy Novel Promotions!,174,721,Writing|Novels
650,Offering Free Cover Art for the first three people (closed),3,219,Writing|Novels
651,Promote Your Novel in a Fun Way,109,573,Writing|Novels
652,Does anyone use illustrations in their novels?,1,338,Writing|Novels
653,Looking for advice on what genres to choose for my novel,62,162,Writing|Novels
654,Don’t click on this.,7,246,Writing|Novels
655,Help! What am I doing wrong,110,173,Writing|Novels
656,Tapas Vs Webnovel: Share your experience and opinions,12,873,Writing|Novels
657,New to Tapas - LF Stories and Readers!,155,273,Writing|Novels
658,Before: come read a unique novel,14,292,Writing|Novels
659,Do you promote your novel on social media?,187,429,Writing|Novels
660,New to Tapas! About Novels: How many words should I write in each chapter?,4,198,Writing|Novels
661,(OPEN AGAIN AS OF 10/3!) I will read/comment/like the 1st 5 of your chapters if you read/like/comment the 1st 3 of mine! (6/6),111,612,Writing|Novels
662,Tell us about your story’s gong/seme/top (BL novels),2,164,Writing|Novels
663,Word count of your chapter(Chapter length),75,179,Writing|Novels
664,Constructive Criticism Wanted,0,382,Writing|Novels
665,"Review for a review, I want feedback",75,132,Writing|Novels
666,What kind of original creatures are in your story?,16,272,Writing|Novels
667,Items that are Lucky…- Brainstorming Help,206,133,Writing|Novels
668,"Excuse me, sir? Madam?",8,229,Writing|Novels
669,Do not click on this post under no circumstances!,100,169,Writing|Novels
670,Feedback/ New Novel,5,122,Writing|Novels
671,A Beginner’s Self Promotion,132,624,Writing|Novels
672,Let’s do a read for read,113,218,Writing|Novels
673,Are there any events on Tapas for new novel writers?,2.9k,177,Writing|Novels
674,Almost 900 views this month! Thank you very much!,6,151,Writing|Novels
675,Introduce Your Villains!,122,294,Writing|Novels
676,How to get subs for novels quickly?,44,187,Writing|Novels
677,Historical BL Novels. Drop yours or your favorite ones. (You may self-promote),360,238,Writing|Novels
678,Demon possessed salon chair anyone? PLEASE SUBSCRIBE!,15,112,Writing|Novels
679,Pitch Wars. Anyone else pitching? Feedback on query please,167,165,Writing|Novels
680,Novels on social media,6,296,Writing|Novels
681,I have just started writing this novel!,449,100,Writing|Novels
682,Cross reading (Let’s support each other) [closed],79,180,Writing|Novels
683,Before: Like NOTHING you’ve ever read,1.0k,98,Writing|Novels
684,Longer chapters vs. shorter chapters,14,291,Writing|Novels
685,"It is Thursday. All new novels episodes that be released every Thursday, can be posted her",276,3.5k,Writing|Novels
686,How many Authors here illustrate their stories?,6,337,Writing|Novels
687,Celebrating 100+ subscribers! Please promote your novel!,218,652,Writing|Novels
688,Which novel cover should I use. (feel free to self promote),12,334,Writing|Novels
689,"Scifi/action/fantasy: Self promotion my novel: Vyndra Stories, you can promote your too",159,333,Writing|Novels
690,Today I reached 100 subscribers-I want to return that love to the community (self-promote your work),38,1.5k,Writing|Novels
691,Please Share Your Tipping Enabled Novels!,842,151,Writing|Novels
692,Changing cover art/thumbnails?,2,277,Writing|Novels
693,Scene Association Game,95,246,Writing|Novels
694,The Horror! A New Book Cover + Halloween Discussion,24,221,Writing|Novels
695,Read it and Paint! [Novel Edition],199,161,Writing|Novels
696,Need help: A dialogue within a dialogue (Novels),0,132,Writing|Novels
697,"Novelists, want to be buddies on Nanowrimo?",78,99,Writing|Novels
698,Need to read spooky works [Closed],57,206,Writing|Novels
699,Tome 1 complete,960,90,Writing|Novels
700,Fantasy Romance Promotions,17,206,Writing|Novels
701,Stuck to 50 subs… Help me get to 75! (Promote yours too!),220,391,Writing|Novels
702,What are you procrastinating on writing right now?,11,717,Writing|Novels
703,Reached my 50 sub goal (Promote your Novel too),257,828,Writing|Novels
704,The World in a silvertongue’s tale(Worldbuilding),2,75,Writing|Novels
705,Is this ‘editor from another platform’ legit?,88,119,Writing|Novels
706,Switching from premium to regular,5,120,Writing|Novels
707,A Change in Perspective,120,394,Writing|Novels
708,Drama Lovers! (promotion thread for drama–main genre required),4,380,Writing|Novels
709,Showcase your MC,92,468,Writing|Novels
710,Showcase your side characters! (Share your work),7,214,Writing|Novels
711,Action Novel Promotions,144,676,Writing|Novels
712,My novel hit #1 Trending in Action Genre; Come and tell me about your accomplishments!,0,476,Writing|Novels
713,Ways to improve your writing,99,286,Writing|Novels
714,Just made it to 20 subs! thanks everyone!,8,247,Writing|Novels
715,Novelists who write their story as they go along - how the heck do you do it?,171,406,Writing|Novels
716,Stuck at 16 Subs and trying to get to 25. Feel free to share your stories and your experiences with writing and being on this platform,2,646,Writing|Novels
717,Where else do you post your novels?,68,303,Writing|Novels
718,How to write a strong second Arc?,5,167,Writing|Novels
719,Post your “You messed with the wrong person” scene and I will subscribe(Sub for a Sub),90,367,Writing|Novels
720,Uploading My New Fantasy Novel Cover. Share your cover too,28,419,Writing|Novels
721,Impromtu random story collaboration!,287,211,Writing|Novels
722,Fancy a bit of fun?,6,147,Writing|Novels
723,The God Of Creation,119,187,Writing|Novels
724,Preferable Novel Word Count Per Episode?,11,371,Writing|Novels
725,"I just updated the old intro to my book “The Connections”, upload your introductions or first chapter and will sub if you will sub",127,96,Writing|Novels
726,Noob starting to freak at the prospect of posting debut novel here!,6,230,Writing|Novels
727,I noticed some typos in some chapters posted a while ago,135,225,Writing|Novels
728,Does this breach anything,26,276,Writing|Novels
729,The Big Thread On How To Succeed: Novels Edition,432,1.3k,Writing|Novels
730,2000 Views Celebration. Promotion Welcome!,67,315,Writing|Novels
731,40 subs and back to school celebration,404,281,Writing|Novels
732,New Novel Coming along (Antei Haku) and one completeed(The Peach-Toned Room),18,95,Writing|Novels
733,Novel Writing Tips/Advice/How Writers write,125,2.2k,Writing|Novels
734,First two chapter Comment for comment critiques,16,170,Writing|Novels
735,Landed a publishing deal - kinda nervous,154,376,Writing|Novels
736,Okay - I need your opinion,24,271,Writing|Novels
737,What song describes the way your MC feels about their love interest?,228,421,Writing|Novels
738,Novel Scavenger Hunt,8,265,Writing|Novels
739,Discoverability Thread | Fantasy,172,770,Writing|Novels
740,How do you prefer novels to be formatted when you read them?,6,237,Writing|Novels
741,Songs for Your Chapters: Opinions? Tactics?,95,209,Writing|Novels
742,How do you balance family life with writing your novel?,57,190,Writing|Novels
743,What is the main theme of your novel?,319,580,Writing|Novels
744,Does word count matter?,8,452,Writing|Novels
745,How Do You Put M rating on a separate chapter?,90,134,Writing|Novels
746,Kidnapped by Fairies,9,175,Writing|Novels
747,Post the first line of dialogue and the latest line from your main character!,176,774,Writing|Novels
748,"Do mature novels get featured as a Daily Snack or Staff Pick, too?",16,375,Writing|Novels
749,Novelists: The Action genre is now available!,160,1.1k,Writing|Novels
750,Do you put little notes at the end of a chapter for readers,13,479,Writing|Novels
751,Post the 11th line of your 99th (or ninth) page,110,342,Writing|Novels
752,Sounds Through Words (Self Promo),10,405,Writing|Novels
753,Best time to post updates?,148,263,Writing|Novels
754,Describe your novel with a SONG,4,603,Writing|Novels
755,Trending within 2 weeks! You all are the best!,102,534,Writing|Novels
756,Describe your main character in one quote,14,6.4k,Writing|Novels
757,When did you get featured?,207,570,Writing|Novels
758,Quality of writing or Quantity of chapters?,28,355,Writing|Novels
759,Writing a novel that will be a comic looking for thoughts or reviews,279,150,Writing|Novels
760,Novels For Adults,15,1.2k,Writing|Novels
761,"Books that you thought would be boring, but pleased you",790,350,Writing|Novels
762,Importance of Art in a Novel,27,402,Writing|Novels
763,Post a part of your novel that you are proud of and I will subscribe,537,539,Writing|Novels
764,Just updated my novel. I’ve also reached 40 subs and 500 views! What do you think? Tell me about your achievements!,8,347,Writing|Novels
765,Share your favorite descriptions!,135,359,Writing|Novels
766,Promote your hidden gems here! (read rules before posting),7,928,Writing|Novels
767,Writers with Writer’s Block Assemble!,139,705,Writing|Novels
768,Is this blurb okay?,27,204,Writing|Novels
769,I need some help with my novel,204,185,Writing|Novels
770,A new cover for my novel. What do you think?,15,433,Writing|Novels
771,A “Thank You” for your inspiration,352,122,Writing|Novels
772,What’s your story’s structure and your favorite literary devices?,15,337,Writing|Novels
773,How much time have you spent planning your series?,268,595,Writing|Novels
774,My series’ cover has an ‘UP’ icon on it,29,145,Writing|Novels
775,Under 50 Subs? Lets change that together!,195,2.0k,Writing|Novels
776,"New to Tapas, trying to figure things out",28,167,Writing|Novels
777,Looking for someone to help with ideas and clarify my plot lines,214,113,Writing|Novels
778,The Four Corners of a Protagonist: Writing Game,13,279,Writing|Novels
779,Please Review My Novel work,118,134,Writing|Novels
780,BL - Potential problems with run-on sentences,11,208,Writing|Novels
781,I need insight for my series,241,230,Writing|Novels
782,I just started writing a novel and I want to get comments and suggestions for my work,2,164,Writing|Novels
783,"Writing my first novel, looking for comments and suggestions",66,125,Writing|Novels
784,Volunteer Narrator here,34,190,Writing|Novels
785,Post a funny moment in your novel and I will subscribe,435,340,Writing|Novels
786,Superhero novels?,4,168,Writing|Novels
787,Do you get paid by writing novels?,168,299,Writing|Novels
788,Tapas apps alternative for novels,15,761,Writing|Novels
789,Book Sharing Methods,169,185,Writing|Novels
790,I just hit 500 views! (totally worth celebrating) share your novels,48,1.9k,Writing|Novels
791,"New to Tapastic, novel writer",321,236,Writing|Novels
792,Novel reading speed,5,214,Writing|Novels
793,The Main theme of your novel,238,1.1k,Writing|Novels
794,Share Your Story! A Celebration for Completed Novels!,4,136,Writing|Novels
795,Title question: Story idea :D,186,123,Writing|Novels
796,Just hit One Thousand Views! Promote Your Novels,56,775,Writing|Novels
797,Challenge! (pretty much a cool way to promote your novel),592,305,Writing|Novels
798,Fluff and Filler,35,485,Writing|Novels
799,How long does it take you to finish writing a chapter?,364,504,Writing|Novels
800,What kind of role would you play in a novel?,18,507,Writing|Novels
801,Writing prompts and exercises,261,118,Writing|Novels
802,New Mature Novel Writer,39,177,Writing|Novels
803,Looking for Some Critiques on a Rewrite/Revision,422,180,Writing|Novels
804,Are you writing a child-friendly novel? Post it here please!,11,100,Writing|Novels
805,Any writers here aiming for trad pub?,237,254,Writing|Novels
806,I hit 150 views on my novel!,15,1.4k,Writing|Novels
807,Novels For Reading,156,256,Writing|Novels
808,How to Manage information and details about all minor characters and things in your novel?,284,204,Writing|Novels
809,Describe your Novels to me ;),8.7k,2.0k,Writing|Novels
810,Review offer for novelists,0,1.3k,Writing|Novels
811,That day i became a star,66,135,Writing|Novels
812,Age of magic have new episodes,76,79,Writing|Novels
813,Ideas for My Novel Series,562,168,Writing|Novels
814,Attention-grabbing titles,36,250,Writing|Novels
815,Writing Buddy needs some friends,331,174,Writing|Novels
816,Writing buddies,87,274,Writing|Novels
817,Book Covers - (Share your work or favorite cover),990,1.2k,Writing|Novels
818,Novels by old Novelists!,19,143,Writing|Novels
819,Finished my first novel,155,230,Writing|Novels
820,Favorite paragraph!,4,864,Writing|Novels
821,"Guys please I just joined Tapas and uploaded my first story. The title is ‘Alacrimia’. Please, help me to check it out and support me! Please! God bless you all! Thank you! https://tapas.io/series/Alacrimia",79,154,Writing|Novels
822,Novel swap thread! Subscribe and read new stories,7,372,Writing|Novels
823,Paranormal romances,136,176,Writing|Novels
824,When to start publishing?,11,338,Writing|Novels
825,Im looking for a discord writers group,162,241,Writing|Novels
826,Help Reviewing a Single Novel Chapter,8,172,Writing|Novels
827,Horror Novelists Thread,183,550,Writing|Novels
828,June 2020- post your latest chapter!,14,830,Writing|Novels
829,Start Writing the Most Disappointing Novel Possible,315,179,Writing|Novels
830,METAL GEAR LIQUID - Novela de acción y espionaje táctico en español,4,110,Writing|Novels
831,What is your word count per episode?,185,526,Writing|Novels
832,Your Novel Readability Level,0,286,Writing|Novels
833,Ever write a chapter you have trouble going back to read?,60,204,Writing|Novels
834,Share your Novel - Google Images!,9,2.9k,Writing|Novels
835,In search for horror novels! Please promote yours! :D,131,356,Writing|Novels
836,Read My work and i will read yours and critique each other,27,294,Writing|Novels
837,Your Character Inspiration,245,1.6k,Writing|Novels
838,Looking for A Specific Novel,49,160,Writing|Novels
839,New Writer here!,448,161,Writing|Novels
840,Any dystopian fantasy novels?,0,164,Writing|Novels
841,An Action/Adventure/Romance Novel [Shameless Advert],75,146,Writing|Novels
842,Critique my novel?,17,130,Writing|Novels
843,I’m a confused newbie :D,200,300,Writing|Novels
844,Please ‘constructively criticize’ my novel. Appreciate it,38,148,Writing|Novels
845,Looking for constructive criticism and a way to fix it,419,224,Writing|Novels
846,Does anyone use the formatting options provided by Tapas?,20,333,Writing|Novels
847,Separate novels within one series,175,191,Writing|Novels
848,This editor will critique your writing,53,1.9k,Writing|Novels
849,One Year on Tapas Plus Self Promo,321,282,Writing|Novels
850,Chapter 3 : I get to choose my own emblem? - part 1 RELEASED,14,109,Writing|Novels
851,Chapter 2 uploaded: Tales Of 3 WISHES,118,122,Writing|Novels
852,New Chapter Uploaded: My Level In This World Is Infinity?,14,141,Writing|Novels
853,Another Massive Views & Sub for Novel Writers!,143,2.5k,Writing|Novels
854,Six Volumes of Action! (and a little slice of friendship),2,127,Writing|Novels
855,Do you name your chapters or do you just name them by number?,128,790,Writing|Novels
856,Orginal or fanfic,35,283,Writing|Novels
857,Searching for beta tester! (Psychological/Suspense),545,112,Writing|Novels
858,What kind of feeling do you get reading this? (WIP),10,127,Writing|Novels
859,A lot of views but no subs?,185,292,Writing|Novels
860,When do you know if your work is worth it?,11,372,Writing|Novels
861,"Reknown Released, Species Dysphoria",219,136,Writing|Novels
862,Best dialog scene,9,285,Writing|Novels
863,Novel Lore Anyone?,129,293,Writing|Novels
864,Why do you post your novels?,21,929,Writing|Novels
865,Giving feedback to your novel! -PAUSED-,227,266,Writing|Novels
866,Need Web For My BL Novel,95,170,Writing|Novels
867,"Weird Writing Quirks, Anyone?",954,1.4k,Writing|Novels
868,What do you think are like the top ten best novels on here?,25,371,Writing|Novels
869,Story arcs in your novel!,182,303,Writing|Novels
870,Novelist Support!,24,2.5k,Writing|Novels
871,Artwork in novels,335,374,Writing|Novels
872,"Novelists, Share your Stories Here!",0,1.7k,Writing|Novels
873,Novel Sharing & Appreciation Thread,101,1.3k,Writing|Novels
874,Newbie Novel Q: do you like your romance chapters long or short?,27,219,Writing|Novels
875,Share your world’s map!,238,704,Writing|Novels
876,Chapters Aren’t Posting,57,152,Writing|Novels
877,Proof-reader (free),484,538,Writing|Novels
878,Reviewing Each Other’s Novels,36,179,Writing|Novels
879,Novels based on fanfic?,278,383,Writing|Novels
880,Free novel critiques,46,1.9k,Writing|Novels
881,Novels under 100 subscribers? If anyone needs advice or wants to give me adivce,358,548,Writing|Novels
882,Im so glad share your victories,3,419,Writing|Novels
883,First and last genre you wrote for?,131,1.1k,Writing|Novels
884,Tell me about your favorite main character and your favorite side character!,16,444,Writing|Novels
885,New Novel check it out and hit me up for collaborations,149,196,Writing|Novels
886,Looking for collaboration on a new novel or comic,9,155,Writing|Novels
887,Why do you write? Share your inspirations and novels!,183,411,Writing|Novels
888,New Writer Looking for feedback on my novel,2,243,Writing|Novels
889,Goals for your novel + Promotion,84,1.2k,Writing|Novels
890,How long should a novel be on this platform?,7,329,Writing|Novels
891,Find out your silly name,128,922,Writing|Novels
892,New Novel Starting Tomorrow + Shameless Promotion,14,871,Writing|Novels
893,Coming Soon… Build the hype!,169,228,Writing|Novels
894,Gauging Interest in my Novel,0,280,Writing|Novels
895,Anybody plays D&D? Tell your stories!,89,3.1k,Writing|Novels
896,Subscribe to me I’ll subscribe to you!,16,2.6k,Writing|Novels
897,New novel people,105,245,Writing|Novels
898,Novel Promoting and Questions (for YOU)!,4,2.8k,Writing|Novels
899,New Novels With Zero Views!,95,480,Writing|Novels
900,Criticism not just Subscribers,117,1.2k,Writing|Novels
901,Sub for Sub(Post your novel links here),5.5k,1.2k,Writing|Novels
902,Hi There you are bored looking for a great novel? I recommend mine ^_^,47,151,Writing|Novels
903,Calling all flash fiction authors!,337,325,Writing|Novels
904,Offering Short Critiques (Novels!) [CLOSED],52,822,Writing|Novels
905,Tagging Chapters,280,156,Writing|Novels
906,What should I post?,7,268,Writing|Novels
907,Give me your criticism,223,217,Writing|Novels
908,Webnovel is doing a cool contest for novel writers!,25,550,Writing|Novels
909,Online resources to improve writing,233,449,Writing|Novels
910,Lets get Spooky! 2 sentance horror story challenge,31,328,Writing|Novels
911,Getting Ready to pub. looking for feedback,270,297,Writing|Novels
912,Self-Promoting+Plea for Feedback,1,263,Writing|Novels
913,Share down your story why you started to write,148,406,Writing|Novels
914,How do you come up with your story ideas?,31,948,Writing|Novels
915,Can I add art to my novel?,301,291,Writing|Novels
916,New Novel: She is a Sexy Man,22,198,Writing|Novels
917,New Lore Series,282,247,Writing|Novels
918,Name frustration,6,584,Writing|Novels
919,Recommendations: Looking for completed novels (LGBT+ and a few other listed themes),188,1.0k,Writing|Novels
920,Time Gate: Reaper’s Novelization is now Free to Read!,17,168,Writing|Novels
921,Let’s play the story game!,215,390,Writing|Novels
922,POLL: What’s your favorite writing app/tool? Please comment to explain,34,723,Writing|Novels
923,What’s your least favorite part of the writing and posting process?,474,820,Writing|Novels
